,id,creation_date,text,score
75,42151178,2014-11-06 19:04:59.993000+00:00,"@megido well `-D` force deletes, `-d` gives you a warning if it's not already merged in.",260
76,48922737,2015-05-23 23:16:06.983000+00:00,Python 3 renamed `dict.iteritems -> dict.items`.,260
77,66386056,2016-09-16 16:13:12.523000+00:00,"-1 as I too strongly oppose 404 as a response to a *successful* call that has no records to return. As a developer dealing with an API for a non-web app, I have wasted hours of contacting the developers of the API to track down why the API endpoint I was calling didn't exist, when in fact it did, it just had no data to report. With regards to a 204 not being particularly useful to a browser, that is a bit like the tail wagging the dog as most uses of API endpoints in our universe of smart devices are not browser based and those that are likely use AJAX. Sorry to take points away though.",259
78,41568271,2014-10-20 11:59:54.117000+00:00,"This could be used as a workaround, but not an actual solution to the problem. What if we need to fetch lazily?",256
79,89946362,2018-07-24 00:13:02.883000+00:00,"**Don't stop here.** Most voted answers are below without the requirement of any plugins.
https://stackoverflow.com/a/15588798/2117868 and
https://stackoverflow.com/a/1676690/2117868",256
80,45149115,2015-02-09 10:25:06.327000+00:00,"It seems very worth noting in this answer that setting this option to `false` on a case-insensitive file system is a *bad idea*. This isn't necessarily obvious. For example, I just tried this on my Mac, thinking it would fix my problems, then renamed a file from `productPageCtrl.js` to `ProductPageCtrl.js`. `git status` saw a *new* file called `ProductPageCtrl.js` but *didn't* think that `productPageCtrl.js` had been deleted. When I added the new files, committed, and pushed to GitHub, the GitHub repo now contained *both* files even though my (supposedly up to date) local repo had only one.",255
81,51186892,2015-07-24 19:55:31.240000+00:00,"This doesn't accomplish the same thing as the question asks, you will have a 10px indent on the far left and right, which I'm assuming they don't intend to have. Hence, the negative margins in the original question.",253
82,45536338,2015-02-19 20:51:08.260000+00:00,… or `Comparator.comparingLong(File::lastModified).reversed()`,253
83,42299195,2014-11-11 16:59:53.757000+00:00,"The =""selected"" part is not necessary.  Just <option selected> will do as mentioned in other answers.",249
84,74727409,2017-05-08 10:57:10.123000+00:00,"BTW, this is a silly abbreviation means ""**g**et the **c**urrent **a**xes"".",248
85,79183855,2017-09-08 07:16:50.620000+00:00,"yes, it makes sense now, if your app depends on library x which itself depends on y,z. if you use `implementation` only x api will be exposed, but if you use `api` y,z also will be exposed.",248
86,55373970,2015-11-19 12:45:29.307000+00:00,As usual: beware THE MONTH is ZERO-INDEXED ! So January is zero not one...,246
87,72793818,2017-03-16 18:46:52.283000+00:00,"I gotta say, to have a month number zero indexed is the dumbest thing I've seen in a while. '",245
88,52129627,2015-08-20 12:46:00.023000+00:00,`header('Content-type:application/json;charset=utf-8');`,244
89,47071301,2015-04-05 00:29:38.087000+00:00,"For some reason, other languages use printf-like syntax: Java, Python (the new syntax is still closer to printf than to streams). Only C++ inflicts this verbose abomination on innocent human beings.",243
90,42185404,2014-11-07 16:57:31.690000+00:00,"`window.addEventListener('resize', function(){}, true);`",243
91,70181573,2017-01-05 14:59:30.967000+00:00,"After 9 failed attempts, Randall Munroe's StackSort sent me here, great example :P
https://gkoberger.github.io/stacksort/",242
92,60463407,2016-04-05 11:07:01.923000+00:00,"@rook You can listen to an advice without a deep explanation, sure. But when you request an explanation and don't get it, it's usually a red flag. ""Trust, but verify"" and all that.",242
93,58108915,2016-02-04 08:47:22.030000+00:00,"use ""app:backgroundTint"" not ""android:backgroundTint""",241
94,93478546,2018-11-14 11:15:24.490000+00:00,"Personal opinion: While this may be the reason code why it is written as it is, I think it's a bad justification. Code is read more often than it's written, and this unnecessary code just increases parsing overhead for the reader.",240
95,94548675,2018-12-19 11:52:43.947000+00:00,"If somebody cared (as I did), pwd stands for **p**rint **w**orking **d**irectory [Source](https://www.quora.com/What-does-PWD-terminal-command-stand-for)",237
96,67963603,2016-11-01 06:14:51.840000+00:00,Have you examined the assembly code that GCC generates for your C++ program?,237
97,46685749,2015-03-24 18:04:56.110000+00:00,This didn't work for me on Mavericks: `rm: /usr/local/var/postgres/postmaster.pid: No such file or directory`,236
98,52501175,2015-08-31 13:59:39.070000+00:00,"""Neither way is right or wrong, go with what you like best."".  Ah the famous line I hear so often and get sick and tired of hearing from people.  Conventions matter and SHOULD be debated constructively amongst the community, that's where better solutions come about and good practices.  When you are using both plural and singular for resource names in URIs, it complicates your code and the API because the user and the code behind the API has to account for that in routes and logic to differentiate single vs. plural whereas if you just stick with plural all the time you have no problems.",234
99,49408186,2015-06-05 18:13:17.823000+00:00,"For anyone else using this in automation, here's all of the common parameters for the subject: `-subj ""/C=US/ST=Oregon/L=Portland/O=Company Name/OU=Org/CN=www.example.com""`",234
100,77586407,2017-07-25 19:31:49.150000+00:00,"Not being able to see response data almost entirely kills the point of ""preserve log""!",233
101,49930777,2015-06-19 22:34:05.483000+00:00,It's so annoying that Google produces such shoddy code. We'll have to account for these framework bugs for years.,233
102,94419881,2018-12-14 17:17:34.177000+00:00,I wish the Xcode update was part of the OS update. Something like this happens every time I upgrade. Annoying.,233
103,50580016,2015-07-08 13:50:13.700000+00:00,Further to @Sean's comment: ES6 syntax makes this super concise: `var merged = [].concat(...arrays)`,232
104,45827494,2015-02-27 21:29:51.620000+00:00,"It's sad we have to do this instead of using our native exceptions.... oh Java, it gives and then takes away",232
105,91770576,2018-09-19 20:02:19.467000+00:00,"There is a place reserved in hell, for the moron who came up with this idea. I hate having to reopen it every time, it just slows your workflow down. They could have integrated the search feature into the sidebar too, so theres no need for a separate window.",231
106,41810055,2014-10-27 22:24:15.273000+00:00,or `componentDidUpdate` if the values can change after the first render.,230
107,61910611,2016-05-12 13:52:41.663000+00:00,How am I supposed to query the DB if I'm not able to even connect to it??,230
108,51704900,2015-08-08 14:33:55.003000+00:00,"""The error is pretty clear."" Today I learned there's a new meaning for the word ""clear"".",230
109,42817864,2014-11-27 02:48:52.770000+00:00,[[0 for x in range(cols_count)] for x in range(rows_count)],230
110,76131587,2017-06-15 15:26:36.207000+00:00,"Before you post a new answer, consider there are already 65+ answers for this question. Make sure that your answer contributes what is not among existing answers.",229
111,61214914,2016-04-24 09:58:53.567000+00:00,can't you just use: array[::-1] ?,227
112,78283840,2017-08-13 17:39:16.443000+00:00,"Just a note for Unity C# users, you must specify ""System.Random()"" as Unity has a ""UnityEngine.Random()"" which clashes (note that ""UnityEngine.Random()"" doesn't have the ability to generate random numbers). As unity doesn't always import System by default this can cause some confusion.",227
113,51968201,2015-08-16 09:22:42.223000+00:00,Please add to the disclaimer that it will not hold true for nested objects or nested dicts or dicts in lists etc.,225
114,44278184,2015-01-14 10:52:03.790000+00:00,"Don't use `file.readlines()` in a `for`-loop, a file object itself is enough: `lines = [line.rstrip('\n') for line in file]`",224
115,83346859,2018-01-10 08:57:57.047000+00:00,This answer is actively harmful and does not deserve the votes it get. It fails if the Uri is a `content://` or any other non-file Uri.,222
116,66764595,2016-09-27 20:06:40.587000+00:00,The great irony is that this is now the first hit on google. So ...,221
117,96371951,2019-02-20 23:51:43.910000+00:00,I sure hope you know what you are doing.,220
118,56414790,2015-12-17 14:16:20.003000+00:00,"This is so stupid and irritating. Why would they force an access token just to display images that are *already public*? I'm hardly trying to rinse them for every user in the world, I just want to display a client's latest insta without having to spend hours messing with it. Gah!",220
119,47136159,2015-04-07 09:43:11.967000+00:00,"THIS IS HORRIBLY BAD PRACTICE, and I'm sad it got all those votes. Warnings are not there so that you ignore them. Warnings are there telling you ""dude, you're doing something that could be wrong, be careful"", and you should only suppress them when you wanna respond like ""shut up, I know what I'm doing"", which is most likely not the case with infant programmers.",220
120,63036297,2016-06-13 08:19:39.313000+00:00,"In the constructor, you should always assign to `this.state` directly. Note that this is the only place where this is allowed. You should use `this.setState()` everywhere else.",218
121,96359906,2019-02-20 16:18:55.743000+00:00,It's a tricky nitpicking question and has no bearing on anyone's ability to program well.,217
122,98514251,2019-05-01 01:11:19.467000+00:00,"**Moderator Note:** Please think very carefully before casting a vote to close this as a ""typo"" question. Yes, the problem is a typo, but it's not a typo that the asker made. Rather, it is one found in a published book. That means this question and its answers may well be useful to others in the future, which is a strong counter-indicator for closing it as a typo. (UPDATE: This topic is now [being discussed on Meta](https://meta.stackoverflow.com/questions/384463); please feel free to weigh in there.)",217
123,91655916,2018-09-16 15:35:11.303000+00:00,"I came across this question googling an error message. The [answer below](https://stackoverflow.com/a/46795510/2745116), stating that `MatInputModule` needs to be imported solved my problem. Since this is the accepted answer, I'm adding the link here, hoping it will save other's time.",216
124,82489514,2017-12-12 01:31:01.850000+00:00,This doesn't actually answer the question. You can't simply convert your package.json into package.js for example. There are times when you want to truly import JSON not JS.,215
125,43818360,2014-12-30 09:49:22.010000+00:00,"(""0000"" + num).slice(-4) will work everywhere, AFAIK",214
126,68618078,2016-11-19 15:07:06.143000+00:00,`let unique_values = [...new Set(random_array)];` https://developer.mozilla.org/en-US/docs/Web/JavaScript/Reference/Global_Objects/Set,214
127,45597487,2015-02-21 19:06:51.160000+00:00,"Definitely disagree with your opinion that debugging isn't the way to go. For development use a debugger (and/or logging), for production use logging. With a debugger you have a view of everything that went wrong when the problem occurred. You can see the full picture. Unless you are logging EVERYTHING you can't get that. Plus if you are logging everything you're going have to wade through tons of data to get at what you want.",213
128,91509486,2018-09-11 16:53:57.580000+00:00,"The mere fact that ""billions"" of people -- ok 83,136 as of this comment -- are having enough difficulty with imports to search out this question;  we can only conclude that python imports are counter-intuitive for many, if not most programmers.  Guido, perhaps you should accept this and ask for a committee to redesign the import mechanism.  At a minimum, this syntax ought to work if x.py and z.py are in the same directory.  Namely if x.py has the statement, ""from .z import MyZebraClass"" x should import z EVEN if it's being run as __main__!  Why is that so hard?",212
129,95501536,2019-01-24 09:08:02.793000+00:00,"What's the point of this Android security feature if every developer going to add `android:usesCleartextTraffic=""true""` ?",211
130,95074180,2019-01-10 02:04:09.867000+00:00,"It's a great question. It's a solid illustration of how undefined behavior isn't just a theoretical concern. When people say anything can happen as a result of UB, that ""anything"" can really be quite surprising. One might assume that undefined behavior still manifests in predictable ways, but these days with modern optimizers that's not at all true. OP took the time to create a MCVE, investigated the problem thoroughly, inspected the disassembly, and asked a clear, straightforward question about it. Couldn't ask for more.",211
131,64035499,2016-07-11 14:23:06.290000+00:00,"For everyone else that has this issue but updating React is not the fix - scroll further down to the other answers, it might be a simple typo. In my case it was a class-definition using ```React.component``` instead of ```React.Component```",209
132,46649703,2015-03-23 21:06:56.103000+00:00,The command `git rm --cached name_of_file` will remove the file from your git repo. Even if you add it to your .gitignore file. That is not ignoring that is deleting.,208
133,46431371,2015-03-17 13:39:42.370000+00:00,"If anyone else can't remove the default app name title, do this:
1. Call setSupportActionBar(yourToolbar)
2. Call getSupportActionBar().setDisplayShowTitleEnabled(false);",208
134,43861287,2014-12-31 17:57:00.560000+00:00,"For me, I wanted  `date +""%Y-%m-%d_%H-%M-%S""`",208
135,62096554,2016-05-17 20:37:17.983000+00:00,one reason for not doing so is losing the discussion on the existing PR.,207
136,81029923,2017-10-31 17:45:25.183000+00:00,This answer is frustratingly vague. Even a small example would go a long way to helping make this clearer.,207
137,79830072,2017-09-26 22:03:16.413000+00:00,"Really, why isn't this in the doc at https://material.angular.io/components/autocomplete/overview so much time wasted for this. Magical unknown dependencies everywhere with angular.",206
138,47899032,2015-04-27 05:11:45.557000+00:00,"I feel bad for anyone who cheekily used this function, expecting it to return `false` forever.",206
139,49538168,2015-06-09 19:32:10.217000+00:00,"This accepted answer is not ok, it doesn't work with symlinks and is overly complex. ````dirname $(readlink -f $0)```` is the right command. See https://gist.github.com/tvlooy/cbfbdb111a4ebad8b93e for a testcase",205
140,67468008,2016-10-18 00:34:22+00:00,"What on earth is the point of ES6 classes if their methods don't have proper lexical `this` binding, and then don't even expose a syntax for binding their context directly on their definition!?",202
141,71724589,2017-02-16 20:29:00.430000+00:00,GC (Allocation Failure) is a poor choice of words for an event that will occur normally many times a day. Those JVM engineers should go out more often and try to socialize in the real world so they can learn more friendly terms that people understand.,200
142,47525951,2015-04-17 09:05:31.013000+00:00,Feels like a design flaw to me.,200
143,48056560,2015-04-30 13:04:06.587000+00:00,I found the Windows Credential control panel at `Control Panel\User Accounts\Credential Manager` under Windows 7,200
144,64412716,2016-07-21 14:42:01.217000+00:00,"So is there a good reason to use Promise instead of Observable in the  single callback case or should Observables also be used there since they can work that way too?  Basically, is it good practice to ""Observable all the things"" or does Promise still have its place?",200
145,52011711,2015-08-17 17:36:33.010000+00:00,"It is *pathetic* that the Android framework is lacking, and worse, *inconsistent* in this regard. This ought to be super-simple.",199
146,68102155,2016-11-04 15:52:21.760000+00:00,Can you please make a jsbin or at least write some code here?,198
147,47916949,2015-04-27 13:29:30.030000+00:00,"I'd like to add a few words that visibility in C++ is based on class instead of  on object, which means that objects of the same class can access each other's private fields without restriction.",198
148,49511660,2015-06-09 09:09:04.873000+00:00,"One interesting thing is at least that **OP's IDE obviously gets it wrong** and displays incorrect highlighting,",196
149,47052781,2015-04-04 03:33:33.950000+00:00,"So if I'm understanding this correctly, virtual allows the subclass method to be called, even if the object is being treated as its superclass?",194
150,54875629,2015-11-05 15:07:35.753000+00:00,"In the nearly 40 years that I've been using Unix-like systems it has never occurred to me that you could put the redirect anywhere but at the end. Putting it up front like this makes it much more obvious (or ""facilitates reading"" as @MarcoAurelio says). +1 for teaching me something new.",194
151,47692871,2015-04-21 19:29:50.210000+00:00,"No, I need the damn **return value**. To hell with echo.",193
152,61226493,2016-04-24 19:19:32.813000+00:00,"Are the values in memory changing or are values in the processor changing?  If the hardware is *designed* for the environment, the software should run as if running on a non-radioactive environment.",193
153,57815375,2016-01-27 18:45:56.800000+00:00,"There's a letter analogy that I liked a lot about SOAP vs REST, [with SOAP you are using an envelope, with REST, it's a postcard](http://rest.elkstein.org/), so Obviously SOAP has some extra overhead: more bandwidth(more paper), extra work for both parties(wrapping and unwrapping). But that doesn't mean REST is not as secure as SOAP since you can use HTTPS (think of it as replacing the mailman with someone who only speaks foreign languages)",193
154,58215798,2016-02-07 08:56:36.120000+00:00,Another way is this.setState(this.state);,193
155,41444071,2014-10-16 04:33:49.510000+00:00,Wow. This is like leaving all your console.log() statements in a production product.,193
156,50837709,2015-07-15 14:48:20.073000+00:00,http://streetfighter.wikia.com/wiki/List_of_moves_in_Street_Fighter_II - Just saying.,193
157,51981187,2015-08-16 21:57:09.900000+00:00,Can you just post the relevant parts in the answer itself? Why is such referencing even allowed on SO. I have no clue what to look for in this link as it has been heavily changed since.,192
158,49360560,2015-06-04 15:50:14.837000+00:00,"""and not fast"" #understatement",191
159,53808069,2015-10-07 12:08:41.400000+00:00,"With git 2.7 (Q4 2015), `git remote get-url origin` will be possible. See [my answer below](http://stackoverflow.com/a/32991784/6309)",191
160,48942960,2015-05-24 22:38:35.650000+00:00,this will only work for leading and trailing whitespaces. this will not remove the whitespaces contained in string.,191
161,72628924,2017-03-13 04:13:15.453000+00:00,"JavaScript just isn't JavaScript anymore. Babel/webpack gives us this Frankenstein language and somehow new developers are meant to know where ECMAScript spec ends and userland plugins/transforms begin. It's really sad, imo.",190
162,44834869,2015-01-30 13:21:22.697000+00:00,Try `g++` instead of `gcc`. `gcc` is for C and will not give you access to the C++ standard library.,190
163,70444963,2017-01-12 19:53:44.847000+00:00,its 2017 and they still did not introduce it. Great.,189
