id,creation_date,text,score
7575025,2011-06-23 07:27:15.390000+00:00,"@cyberguijarro: That C++ is not memory safe is simply a fact. It's not ""bashing"" anything. Had I said, for example, ""C++ is a horrid mishmash of under-specified, overly-complex features piled on top of a brittle, dangerous memory model and I am thankful every day I no longer work in it for my own sanity"", that would be bashing C++. Pointing out that it's not memory safe is *explaining* why the original poster is seeing this issue; it's answering the question, not editorializing.",509
3828768,2010-09-04 14:19:33.123000+00:00,You can do it in one step: `git checkout -b  `.,508
18493373,2012-11-22 10:38:05.530000+00:00,"It's a popular question, so I'd like to clarify on the top comment here. I just executed commands as described in this answer and it hasn't removed ALL the local files. Only the remotely tracked files were overwritten, and every local file that has been here was left untouched.",508
38360948,2014-07-14 05:02:38.507000+00:00,"Can somebody explain to me why there isn't an ""official"" web-interface solution to this? It seems like a trivial feature to implement, yet super useful.",508
32249178,2014-01-27 14:21:12.827000+00:00,"**Important**: Don't stop reading here, read the next answer! This only works for arrays on the _stack_, e.g. if you're using malloc() or accessing a function parameter, you're out of luck. See below.",503
23650991,2013-05-10 12:11:18.680000+00:00,You can get around this Windows Explorer error by appending a dot to the filename without extension: `.gitignore.` will be automatically changed to `.gitignore` (Win7 x64),503
6449064,2011-04-13 18:59:30.887000+00:00,"CAREFUL: you need to call  super.onSaveInstanceState(savedInstanceState) before adding your values to the Bundle, or they will get wiped out on that call (Droid X Android 2.2).",501
1893791,2009-12-30 05:16:46.543000+00:00,"Not exactly true. Decrementing and Incrementing take the same amount of time, the benefit of this is that comparison to zero is very fast compared to comparison versus a variable.
This is true for many architectures, not just x86. Anything with a JZ instruction (jump if zero).
Poking around you can find many ""for"" loops that are written backwards to save cycles on the compare. This is particularly fast on x86 as the act of decrementing the variable set the zero flag appropriately, so you could then branch without having to explicitly compare the variable.",499
21241353,2013-02-26 20:49:32.653000+00:00,Just like microsoft to take something that works everywhere (the universe) and make it work in a very small subset (the globe) :),496
27145406,2013-08-27 15:14:48.997000+00:00,"If you are not sure which module is missing, use the not minified angular.js which gives a readable error message:`""Error: [$injector:nomod] Module 'ngRoute' is not available! You either misspelled the module name or forgot to load it. If registering a module ensure that you specify the dependencies as the second argument.""`",496
3181712,2010-06-23 14:21:59.223000+00:00,"It's known to be null sometimes, it's documented as ""can change upon factory reset"". Use at your own risk, and it can be easily changed on a rooted phone.",493
15444240,2012-07-25 17:29:33.813000+00:00,"The bigger question Chris, is why would you follow database naming conventions when naming a sock drawer?",489
6755217,2011-05-03 19:57:42.480000+00:00,"An excellent explanation, however this statement: *An outer join of A and B gives the results of A union B, i.e. the outer parts of a venn diagram union.* isn't phrased accurately. An outer join will give the results of A intersect B in addition to one of the following: all of A (left join), all of B (right join) or all of A and all of B (full join). Only this last scenario is really A union B. Still, a well written explanation.",485
2298229,2010-02-24 18:29:10.380000+00:00,"Or inline: objs.sort(function(a,b) {return (a.last_nom > b.last_nom) ? 1 : ((b.last_nom > a.last_nom) ? -1 : 0);} );",482
18452935,2012-11-21 03:08:48.553000+00:00,I'd recommend using `pandas.notnull` instead of `np.isfinite`,482
1299902,2009-09-21 03:18:02.627000+00:00,"I've always liked Python's ""import big_honkin_name as bhn"" so you can then just use ""bhn.something"" rather than ""big_honkin_name.something""- really cuts down on the typing. Does C++ have something like that?",477
20759588,2013-02-11 19:20:36.953000+00:00,To include A just type `git cherry-pick A^..B`,476
6627031,2011-04-25 19:51:46.170000+00:00,"To be explicit: you can just run `ssh-keygen -p` in a terminal. It will then prompt you for a keyfile (defaulted to the correct file for me, `~/.ssh/id_rsa`), the old passphrase (enter what you have now) and the new passphrase (enter nothing).",471
39528627,2014-08-17 19:45:50.407000+00:00,"I find it extremely ironic that your username is ""Jason P"". :)",469
10959034,2012-01-09 10:42:51.130000+00:00,"User agent sniffing is a very noddy detection technique, user agent strings are a constant moving target, they should not be trusted alone. People up-voting this post should consider researching more.",468
28876758,2013-10-19 22:20:32.790000+00:00,"Just make sure you remember to provide out.pdf, or else it will overwrite the last file in your command, sigh.",467
19028916,2012-12-11 19:55:49.410000+00:00,I trust the stackoverflow community more. I want to hear from people who use them in real-world scenarios instead of their sales department.,466
40809114,2014-09-25 23:47:20.903000+00:00,"I recommend not using or training others to use `git push --tags` as it can be very very difficult to get rid of bad tags when your co-workers are trained to push all tags, as people continue to push the old bad tags they have locally every time they want to push a new tag. Because of this, I will only every advise someone to use `git push origin ` now.",465
17755945,2012-10-25 14:57:57.367000+00:00,"But what if the script is very specific to the partial?  Doesn't it make logical sense for it to be defined in the partial, and not the view?",464
8651508,2011-08-26 08:51:54.670000+00:00,Start by understanding that `+[]` casts an empty array to `0`... then waste an afternoon... ;),464
9625527,2011-10-25 08:56:58.643000+00:00,"@karim79 what do you think about the following way: `Map map = new HashMap();
for (Map.Entry entry : map.entrySet()) {
    System.out.println(""Key = "" + entry.getKey() + "", Value = "" + entry.getValue());
}`",461
20420159,2013-01-31 08:33:53.327000+00:00,"@tamouse many times, the path of the empty directory (e.g. names of the folders) is sufficient to express it's purpose (examples: templates/cache, upload/thumbs etc). In these cases putting a readme into each of these feels redundant.",460
20062948,2013-01-19 15:37:34.983000+00:00,"I use pigeon hole principle to pair exactly one from the laundry pile. I have 3 different colors of socks (Red,Blue and Green) and 2 pairs of each color. I pick up 4 number of socks each time and I always make up a pair and get to work.",459
32800364,2014-02-11 06:56:16.120000+00:00,10-12 hours of time everyday on Stack overflow! Are you serious?,458
10976858,2012-01-10 04:40:13.300000+00:00,"@SaifBechan Don't worry about IE 6/7, we are talking about `localStorage`",451
15172056,2012-07-14 21:45:26.393000+00:00,Wouldn't it be a better solution to put a `README` file in the otherwise empty subdirectory that contains a bit of information about what that subdirectory is going to be used for? It seems confusing to have a file called `.gitkeep` that is not actually part of git.,445
2742852,2010-04-26 21:49:44.140000+00:00,"@Devin, yep, I've heard of the Borg pattern, since I'm the one who introduced it (in 2001, cfr http://code.activestate.com/recipes/66531-singleton-we-dont-need-no-stinkin-singleton-the-bo/ ;-).  But there's nothing wrong, in simple cases, with simply having a single instance with no enforcement.",444
2006744,2010-01-16 05:46:43.060000+00:00,"You can't close any tab via JavaScript.
""This method is only allowed to be called for windows that were opened by a script using the window.open method."" In other words, you can only use JavaScript to close a window/tab that was spawned via JavaScript.",442
11085261,2012-01-15 14:54:25.513000+00:00,"Great answer, StackOverflow needs more of this sort of thing, instead of 'Why would you want to know that?' that happens all too often.",441
1698009,2009-11-27 15:36:15.460000+00:00,"Holy code monkeys,..that's one in-depth answer.  What's great is that you probably wrote in in vim in about 10 keystrokes.",440
3270439,2010-07-05 02:59:42.163000+00:00,"saidimu: Since we're already using `sorted()`, it's much more efficient to pass in the `reverse=True` argument.",438
20713174,2013-02-09 21:40:46.003000+00:00,Every time I generate GUID I feel like I'm stealing one from the Universe. Sometimes I think about evil people who generate much more GUIDs than they need and those wasted GUIDs are so lonely not being used or generated again...,436
31920750,2014-01-18 00:02:09.170000+00:00,"It's pretty cool to answer a question on stackoverflow with code from stackoverflow, +1",433
5012651,2010-12-31 07:07:03.087000+00:00,"printf(""numbers from 1 to 1000"");",433
26116007,2013-07-26 14:17:38.523000+00:00,"Because in some cases, you get some function object as an argument to your function, and you need to display/store/manipulate that function's name. Perhaps you're generating documentation, help text, a history of actions, etc. So no, you're not always hardcoding the function name.",429
8763777,2011-09-02 02:47:33.920000+00:00,"@pseudosudo: Yep, it is, but inserting it at the beginning has the benefit of guaranteeing that the path is searched before others (even built-in ones) in the case of naming conflicts.",426
573101,2009-04-17 16:50:30.673000+00:00,"While I think it's important to know the difference between the two, this isn't a good interview question, imo. Unless the job was writing a book on OO topics. You're better off not working for those ding bats.",426
5254341,2011-01-20 19:04:03.053000+00:00,"""And by the way, is there a reason I can't simply git submodule rm whatever?"" ?",425
28060,2008-09-23 19:51:07.470000+00:00,"in copy(src, dst) the dst can be a directory.",425
29441258,2013-11-06 02:52:23.603000+00:00,"you can also use two colons ""::"". It is one of two ways of adding remarks into the batch file without displaying or executing that line when the batch file is run. Unlike REM this line will not show regardless if ECHO off is in the batch file.",425
15345007,2012-07-21 18:17:52.147000+00:00,WTF why haven't I seen this being used somewhere in my 3 years with JavaScript :/..,423
11965181,2012-02-26 22:49:17.460000+00:00,Except this doesn't solve the problem at all when your rows have a background colour and you actually want WHITESPACE between your rows.,421
3510399,2010-07-31 10:28:46.607000+00:00,"`throw new IllegalArgumentException(""No constant with text "" + text + "" found"")` would be better than `return null`.",420
8761102,2011-09-01 21:48:33.530000+00:00,`sys.path.append('/path/to/application/app/folder')` is cleaner imo,420
8829941,2011-09-06 18:04:23.857000+00:00,"it is a bit frustrating that even having `new Date()` returning `Tue Sep 06 2011 20:02:25 GMT+0200 (CEST)` which clearly means the Date object already has all this internally defined (month and week day names) it is not public, so we have to type it all again. :(",419
1670365,2009-11-23 15:24:13.190000+00:00,"To expand on this: git doesn't allow you to work on someone else's branches. You can only work on your own. So if you want to add to someone else's branch, you need to create your own ""copy"" of that branch, which is what the above command does (well, it creates your branch and checks it out, too).",418
1914704,2010-01-03 21:18:56.607000+00:00,+ for concat isn't the problem.  Weak typing is.,416
9182022,2011-09-27 17:01:06.790000+00:00,"it's important to note that datetime has a range of 1000-9999, but **the range for timestamp is only 1970-2038**. this can be a problem if your system has to store birthdates, or you have to handle something like the payment plan for a 30-year mortgage. http://dev.mysql.com/doc/refman/5.0/en/datetime.html",414
14458562,2012-06-15 14:04:28.170000+00:00,"@artbristol: If they can't be bothered to read the answer (or the other answers...), then I'm sorry, then there's no better way for me to communicate with them. I generally opt for answering the OP rather than trying to guess what others might do with my answer -- the OP has the right to know, and just because someone might abuse a knife doesn't mean we need to hide all knives in the world for ourselves. Though if you disagree that's fine too.",413
37218442,2014-06-09 15:39:58.393000+00:00,"One important thing to note is that in JavaScript 0 = Sunday, Python starts with 0 = Monday.  Something that I ran into, front-end vs back-end..",410
26520515,2013-08-07 20:52:42.300000+00:00,"-e flag did it for me, which ""enables interpretation of backslash escapes""",409
11650538,2009-10-07 11:39:40.240000+00:00,`var currentTime = new Date();`,408
1477241,2009-10-23 03:25:37.873000+00:00,"Or `git reset --hard origin/master`, to reset it to whatever the origin was at.",408
31687878,2014-01-12 02:45:27.193000+00:00,@GeorgeJempty Not everyone wants to load a 5kb library for a simple key lookup ;),407
4633604,2010-11-25 02:24:02.417000+00:00,Remember to use `(var x in a)` rather than `(x in a)` - don't want to create a global.,406
733478,2009-05-29 11:48:20.733000+00:00,"Find has a builtin ""-delete"" action, so you could do just `find . -name \*.pyc -delete`",406
296510,2009-01-26 12:45:40.230000+00:00,And also generic collections are a lot faster as there's no boxing/unboxing,406
7755767,2011-07-05 00:45:51.150000+00:00,"And of course, if you override a virtual method, you can always refer to the parent method by calling base.Foo(...)",406
29025861,2013-10-24 08:05:54.023000+00:00,"Update, with OSX 10.9 Maverick, Maven is not installed by default any more.",406
96357,2008-10-23 16:22:08.290000+00:00,"I'd recommend putting the dict outside of the function if performance is an issue, so it doesn't re-build the dict on every function call",404
9038195,2011-09-19 10:34:44.040000+00:00,"@Alcott: You might want to move a function into a class because it logically belongs with the class. In the Python source code (e.g. multiprocessing,turtle,dist-packages), it is used to ""hide"" single-underscore ""private"" functions from the module namespace. Its use, though, is highly concentrated in just a few modules -- perhaps an indication that it is mainly a stylistic thing. Though I could not find any example of this, `@staticmethod` might help organize your code by being overridable by subclasses. Without it you'd have variants of the function floating around in the module namespace.",399
8405318,2011-08-12 00:40:16.217000+00:00,"Although this is the most popular answer I don't think it answers the actual question ""What is the main purpose of using CROSS APPLY?"". The main purpose is to enable table functions with parameters to be executed once per row and then joined to the results.",398
34031731,2014-03-13 17:10:27.727000+00:00,"Just wanted to note that the Vagrant aspects of this answer are incorrect. Vagrant is not for managing machines, Vagrant is for managing development environments. The fact Vagrant spins up machines is mostly historic. The next version of Vagrant has first class support to spin up dev environment using Docker as a provider directly on the host or any VM (Mac, Win). It can also spin up raw LXC if thats what someone wants (again, on the host or VM). Vagrant is interested in doing what is best to create a portable development environment, whether that means creating a VM or not.",397
31456276,2014-01-06 07:31:24.873000+00:00,"You can do all kinds of stupid tricks with reflection.  But you're basically breaking the ""warranty void if removed"" sticker on the class the instant you do it.",397
19727102,2013-01-08 19:08:11.377000+00:00,This answer is more correct than `try it` because **current behavior** is not the same as **guaranteed behavior**.,396
9537609,2011-10-19 17:02:49.833000+00:00,Trigraphs originally were needed in case you keyboard didn't have eg a '|' symbol. Here it's either the programmer deliberately being annoying or some bizarre editor 'feature',395
16523188,2012-09-07 07:14:38.493000+00:00,"I once had to pull some data off ~10k pages, all with the same HTML template. They were littered with HTML errors that caused parsers to choke, and all their styling was inline or with `` etc.: no classes or IDs to help navigate the DOM. After fighting all day with the ""right"" approach, I finally switched to a regex solution and had it working in an hour.",392
37112740,2014-06-05 18:28:08.100000+00:00,"Just to nitpick some more, he didn't actually write “new line”, he wrote “newline”, which is correct.",392
6934736,2011-05-14 15:41:41.513000+00:00,"@Dave, I'm not sure what the problem is since those are functions.",392
9747226,2011-11-01 18:51:51.857000+00:00,I believe that's only valid if you have a single line of text in the div.,390
791025,2009-06-11 18:53:37.193000+00:00,Why will the dog be released to the public?,390
34941994,2014-04-06 16:26:17.700000+00:00,"@micapam The `ln` syntax is similar to the `cp` syntax, e.g. _source_ _destination_.",389
13510478,2012-05-05 10:59:24.997000+00:00,"You can use `Locale.getDefault().getLanguage();` to get the usual language code (e.g. ""de"", ""en"").",387
22032805,2013-03-21 13:39:29.970000+00:00,And please note that the maximum number of rows in one insert statement is 1000.,386
23288731,2013-04-29 07:28:34.710000+00:00,Can't believe that Android makes this so hard. I do not really see why there should be a STRICT association between the phone's locale and the application's. I always have my phone using English language although I'm not a native English speaker. The reason is that the translated semi-technical words just gets too weird in my own language so English is just so much easier. It also makes it easier for me to follow advice from the Net. But that does not mean that I want EVERY app on my phone to use English (although perfectly ok that is default). I want to be able to choose !!!,386
1154206,2009-08-24 06:51:14.587000+00:00,Am I the only one that thinks 'RecursiveIteratorIterator' is a silly name?,386
829114,2009-06-19 19:38:10.027000+00:00,Use a picture of Jesus.  Because everybody knows that Jesus saves...,385
3719282,2010-08-23 18:33:39.100000+00:00,"If it's **not** cracked, it means nobody *wants* your application.",384
10161930,2011-11-24 13:22:23.843000+00:00,this is not an answer to the question.,384
31871260,2014-01-16 19:29:59.197000+00:00,"This was stated in another answer, but since this answer is the accepted answer, I'll post this here.
The OP's solution is correct. It will be even better, though, if used with `Object.freeze()`.  This will prevent other code from changing the enum's values.
Example: `var ColorEnum = Object.freeze({RED: 0, GREEN: 1, BLUE: 2});`",383
2620972,2010-04-09 19:58:34.400000+00:00,"Quick heads-up (not a solution, just a FYI): if I recall correctly, input[placeholder] just matches  tags that have a placeholder attribute, it doesn't match the placeholder attribute itself.",383
4341407,2010-10-28 15:20:23.283000+00:00,"I like the use of the Uri class, unfortunately it will not behave like Path.Combine as the OP asked.  For example new Uri(new Uri(""http://test.com/mydirectory/""), ""/helloworld.aspx"").ToString() gives you ""http://test.com/helloworld.aspx""; which would be incorrect if we wanted a Path.Combine style result.",382
48405,2008-10-01 14:41:47.493000+00:00,"Yep. And in the (most common) case where you just want a list, the `new ArrayList` call is unecessary as well.",381
250661,2009-01-09 03:47:05.643000+00:00,or you can just use :retab,381
17467626,2012-10-15 13:54:00.933000+00:00,"In production you should not update your dependencies, you should run `composer install` which will read from the lock file and not change anything.",381
6881558,2011-05-11 14:00:49.067000+00:00,"Well, it doesn't necessarily open a GUI unless you install one. Running `git mergetool` for me resulted in `vimdiff` being used. You can install one of the following tools to use it instead: `meld opendiff kdiff3 tkdiff xxdiff tortoisemerge gvimdiff diffuse ecmerge p4merge araxis vimdiff emerge`.",380
8398511,2011-08-11 17:02:29.820000+00:00,`git config --global --edit` should tell you the exact location no matter what kind of setup you have--just look at what file comes up in your editor.,379
17042754,2012-09-28 09:44:47.043000+00:00,You should use commitAllowingStateLoss() instead of commit(),379
1256928,2009-09-12 04:34:00.860000+00:00,"Should be noted that this more easily done with $(""#target"")[0].selectedIndex = 0;",378
17686770,2010-09-16 06:57:47.860000+00:00,I found this well written article about git fetch and git pull it's worth the reading: http://longair.net/blog/2009/04/16/git-fetch-and-merge/,378
